Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
11,,,,2019-10-21 18:33:35,2019-10-21 18:33:38,"2,980s",INCOMPLETE
,,,,,,,
Test Cases/User(GET_POST),,,,2019-10-21 18:33:35,2019-10-21 18:33:37,"1,725s",FAILED
"response = sendRequest(findTestObject(""Object Repository/Create users""))",,,,2019-10-21 18:33:35,2019-10-21 18:33:37,"1,311s",PASSED
"verifyResponseStatusCode(response, 201)",,,,2019-10-21 18:33:37,2019-10-21 18:33:37,"0,017s",PASSED
"verifyElementPropertyValue(response, ""title"", title)",,,,2019-10-21 18:33:37,2019-10-21 18:33:37,"0,125s",FAILED
,,,,,,,
Test Cases/User(GET_POST),,,,2019-10-21 18:33:37,2019-10-21 18:33:37,"0,162s",FAILED
"response = sendRequest(findTestObject(""Object Repository/Create users""))",,,,2019-10-21 18:33:37,2019-10-21 18:33:37,"0,118s",PASSED
"verifyResponseStatusCode(response, 201)",,,,2019-10-21 18:33:37,2019-10-21 18:33:37,"0,003s",PASSED
"verifyElementPropertyValue(response, ""title"", title)",,,,2019-10-21 18:33:37,2019-10-21 18:33:37,"0,024s",FAILED
,,,,,,,
Test Cases/User(GET_POST),,,,2019-10-21 18:33:37,2019-10-21 18:33:37,"0,185s",FAILED
"response = sendRequest(findTestObject(""Object Repository/Create users""))",,,,2019-10-21 18:33:37,2019-10-21 18:33:37,"0,148s",PASSED
"verifyResponseStatusCode(response, 201)",,,,2019-10-21 18:33:37,2019-10-21 18:33:37,"0,004s",PASSED
"verifyElementPropertyValue(response, ""title"", title)",,,,2019-10-21 18:33:37,2019-10-21 18:33:37,"0,019s",FAILED
,,,,,,,
Test Cases/User(GET_POST),,,,2019-10-21 18:33:37,2019-10-21 18:33:38,"0,179s",FAILED
"response = sendRequest(findTestObject(""Object Repository/Create users""))",,,,2019-10-21 18:33:37,2019-10-21 18:33:37,"0,134s",PASSED
"verifyResponseStatusCode(response, 201)",,,,2019-10-21 18:33:38,2019-10-21 18:33:38,"0,005s",PASSED
"verifyElementPropertyValue(response, ""title"", title)",,,,2019-10-21 18:33:38,2019-10-21 18:33:38,"0,021s",FAILED
,,,,,,,
Test Cases/User(GET_POST),,,,2019-10-21 18:33:38,2019-10-21 18:33:38,"0,172s",PASSED
"response = sendRequest(findTestObject(""Object Repository/Create users""))",,,,2019-10-21 18:33:38,2019-10-21 18:33:38,"0,132s",PASSED
"verifyResponseStatusCode(response, 201)",,,,2019-10-21 18:33:38,2019-10-21 18:33:38,"0,002s",PASSED
"verifyElementPropertyValue(response, ""title"", title)",,,,2019-10-21 18:33:38,2019-10-21 18:33:38,"0,010s",PASSED
